Date,fear_greed,fg_ma7,fg_ma14,fg_change,fg_change7,fg_extreme_fear,fg_extreme_greed
2025-04-25,60,58.42857142857143,60.57142857142857,-5.0,-7.0,0,0
2025-04-26,65,59.42857142857143,61.5,4.0,0.0,0,0
2025-04-27,61,59.42857142857143,61.857142857142854,7.0,-3.0,0,0
2025-04-28,54,59.857142857142854,62.5,-6.0,2.0,0,0
2025-04-29,60,59.57142857142857,63.642857142857146,4.0,1.0,0,0
2025-04-30,56,59.42857142857143,64.35714285714286,3.0,-11.0,0,0
2025-05-01,53,61.0,65.57142857142857,-14.0,-12.0,0,0
2025-05-02,67,62.714285714285715,66.78571428571429,2.0,-6.0,0,0
2025-05-03,65,63.57142857142857,67.07142857142857,1.0,-5.0,0,0
2025-05-04,64,64.28571428571429,67.71428571428571,12.0,-6.0,0,0
2025-05-05,52,65.14285714285714,68.42857142857143,-7.0,-18.0,0,0
2025-05-06,59,67.71428571428571,70.0,-8.0,-11.0,0,0
2025-05-07,67,69.28571428571429,70.85714285714286,2.0,-6.0,0,0
2025-05-08,65,70.14285714285714,71.07142857142857,-8.0,-5.0,0,0
2025-05-09,73,70.85714285714286,71.57142857142857,3.0,2.0,0,0
2025-05-10,70,70.57142857142857,71.92857142857143,0.0,-4.0,0,0
2025-05-11,70,71.14285714285714,71.64285714285714,0.0,-4.0,0,0
2025-05-12,70,71.71428571428571,71.92857142857143,0.0,-4.0,0,0
2025-05-13,70,72.28571428571429,72.14285714285714,-3.0,-1.0,0,0
2025-05-14,73,72.42857142857143,72.42857142857143,3.0,3.0,0,0
2025-05-15,70,72.0,72.28571428571429,-1.0,-2.0,0,0
2025-05-16,71,72.28571428571429,72.57142857142857,-3.0,-7.0,0,0
2025-05-17,74,73.28571428571429,71.78571428571429,0.0,8.0,0,0
2025-05-18,74,72.14285714285714,70.07142857142857,0.0,0.0,0,0
2025-05-19,74,72.14285714285714,68.78571428571429,3.0,1.0,0,0
2025-05-20,71,72.0,68.07142857142857,1.0,-3.0,0,0
2025-05-21,70,72.42857142857143,67.57142857142857,-2.0,-1.0,0,0
2025-05-22,72,72.57142857142857,67.0,-6.0,-2.0,0,0
2025-05-23,78,72.85714285714286,65.92857142857143,12.0,18.0,0,1
2025-05-24,66,70.28571428571429,63.57142857142857,-8.0,16.0,0,0
2025-05-25,74,68.0,62.57142857142857,1.0,18.0,0,0
2025-05-26,73,65.42857142857143,61.714285714285715,-1.0,9.0,0,0
2025-05-27,74,64.14285714285714,60.92857142857143,3.0,10.0,0,0
2025-05-28,71,62.714285714285715,60.714285714285715,-3.0,9.0,0,0
2025-05-29,74,61.42857142857143,60.785714285714285,14.0,17.0,0,0
2025-05-30,60,59.0,60.57142857142857,10.0,15.0,0,0
2025-05-31,50,56.857142857142854,60.642857142857146,-6.0,-2.0,0,0
2025-06-01,56,57.142857142857146,61.57142857142857,-8.0,-6.0,0,0
2025-06-02,64,58.0,61.857142857142854,0.0,2.0,0,0
2025-06-03,64,57.714285714285715,61.642857142857146,2.0,-7.0,0,0
2025-06-04,62,58.714285714285715,61.92857142857143,5.0,-10.0,0,0
2025-06-05,57,60.142857142857146,61.214285714285715,12.0,-14.0,0,0
2025-06-06,45,62.142857142857146,61.214285714285715,-7.0,-16.0,0,0
2025-06-07,52,64.42857142857143,61.857142857142854,-10.0,-11.0,0,0
2025-06-08,62,66.0,61.642857142857146,0.0,2.0,0,0
2025-06-09,62,65.71428571428571,60.214285714285715,-9.0,1.0,0,0
2025-06-10,71,65.57142857142857,59.142857142857146,-1.0,3.0,0,0
2025-06-11,72,65.14285714285714,58.714285714285715,1.0,20.0,0,0
2025-06-12,71,62.285714285714285,58.285714285714285,10.0,14.0,0,0
2025-06-13,61,60.285714285714285,58.5,-2.0,7.0,0,0
2025-06-14,63,59.285714285714285,58.785714285714285,3.0,14.0,0,0
2025-06-15,60,57.285714285714285,58.92857142857143,-1.0,18.0,0,0
2025-06-16,61,54.714285714285715,59.5,-7.0,14.0,0,0
2025-06-17,68,52.714285714285715,59.857142857142854,16.0,3.0,0,0
2025-06-18,52,52.285714285714285,59.57142857142857,-5.0,-14.0,0,0
2025-06-19,57,54.285714285714285,60.357142857142854,3.0,-17.0,0,0
2025-06-20,54,56.714285714285715,61.5,5.0,-11.0,0,0
2025-06-21,49,58.285714285714285,62.857142857142854,7.0,-16.0,0,0
2025-06-22,42,60.57142857142857,64.14285714285714,-5.0,-26.0,0,0
2025-06-23,47,64.28571428571429,65.85714285714286,-18.0,-19.0,0,0
2025-06-24,65,67.0,67.71428571428571,-1.0,1.0,0,0
2025-06-25,66,66.85714285714286,67.71428571428571,-8.0,3.0,0,0
2025-06-26,74,66.42857142857143,67.71428571428571,9.0,1.0,0,0
2025-06-27,65,66.28571428571429,67.5,0.0,-8.0,0,0
2025-06-28,65,67.42857142857143,67.92857142857143,-3.0,-2.0,0,0
2025-06-29,68,67.71428571428571,68.92857142857143,2.0,2.0,0,0
2025-06-30,66,67.42857142857143,69.35714285714286,2.0,-7.0,0,0
2025-07-01,64,68.42857142857143,69.92857142857143,1.0,-1.0,0,0
2025-07-02,63,68.57142857142857,70.57142857142857,-10.0,-3.0,0,0
2025-07-03,73,69.0,71.07142857142857,0.0,2.0,0,0
2025-07-04,73,68.71428571428571,71.14285714285714,6.0,2.0,0,0
2025-07-05,67,68.42857142857143,71.14285714285714,1.0,-12.0,0,0
2025-07-06,66,70.14285714285714,71.64285714285714,-7.0,-8.0,0,0
2025-07-07,73,71.28571428571429,72.07142857142857,8.0,-1.0,0,0
2025-07-08,65,71.42857142857143,71.92857142857143,-1.0,-8.0,0,0
2025-07-09,66,72.57142857142857,72.42857142857143,-5.0,-4.0,0,0
2025-07-10,71,73.14285714285714,73.0,0.0,-3.0,0,0
2025-07-11,71,73.57142857142857,73.0,-8.0,-2.0,0,0
2025-07-12,79,73.85714285714286,72.92857142857143,5.0,5.0,0,1
2025-07-13,74,73.14285714285714,72.42857142857143,0.0,2.0,0,0
2025-07-14,74,72.85714285714286,72.35714285714286,1.0,3.0,0,0
2025-07-15,73,72.42857142857143,72.42857142857143,3.0,1.0,0,0
2025-07-16,70,72.28571428571429,72.42857142857143,-4.0,-4.0,0,0
2025-07-17,74,72.85714285714286,72.71428571428571,1.0,3.0,0,0
2025-07-18,73,72.42857142857143,72.57142857142857,-1.0,3.0,0,0
2025-07-19,74,72.0,72.0,2.0,2.0,0,0
2025-07-20,72,71.71428571428571,70.64285714285714,1.0,-1.0,0,0
2025-07-21,71,71.85714285714286,69.28571428571429,-1.0,-4.0,0,0
2025-07-22,72,72.42857142857143,68.78571428571429,-2.0,-1.0,0,0
